Using cpu device
---------------------------------
| rollout/           |          |
|    value_loss           | 2.39e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -891         |
| time/                   |              |
|    fps                  | 349          |
|    iterations           | 4            |
|    time_elapsed         | 46           |
|    total_timesteps      | 528384       |
| train/                  |              |
|    approx_kl            | 0.0011576593 |
|    clip_fraction        | 0.000464     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.715        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.83e+03     |
|    n_updates            | 1280         |
|    policy_gradient_loss | -0.00744     |
|    std                  | 0.988        |
|    value_loss           | 2.03e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -842         |
| time/                   |              |
|    fps                  | 345          |
|    iterations           | 5            |
|    time_elapsed         | 59           |
|    total_timesteps      | 532480       |
| train/                  |              |
|    approx_kl            | 0.0017662274 |
|    clip_fraction        | 0.00061      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.71         |
|    learning_rate        | 0.0003       |
|    loss                 | 9.79e+03     |
|    n_updates            | 1290         |
|    policy_gradient_loss | -0.00892     |
|    std                  | 0.989        |
|    value_loss           | 2.24e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -798         |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 6            |
|    time_elapsed         | 71           |
|    total_timesteps      | 536576       |
| train/                  |              |
|    approx_kl            | 0.0015895395 |
|    clip_fraction        | 0.000757     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.709        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.48e+04     |
|    n_updates            | 1300         |
|    policy_gradient_loss | -0.00877     |
|    std                  | 0.988        |
|    value_loss           | 2.56e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -872         |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 7            |
|    time_elapsed         | 83           |
|    total_timesteps      | 540672       |
| train/                  |              |
|    approx_kl            | 0.0016578548 |
|    clip_fraction        | 0.000586     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.739        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.54e+03     |
|    n_updates            | 1310         |
|    policy_gradient_loss | -0.00815     |
|    std                  | 0.988        |
|    value_loss           | 1.83e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.4         |
|    ep_rew_mean          | -849         |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 8            |
|    time_elapsed         | 95           |
|    total_timesteps      | 544768       |
| train/                  |              |
|    approx_kl            | 0.0013486037 |
|    clip_fraction        | 0.000171     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.675        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.29e+04     |
|    n_updates            | 1320         |
|    policy_gradient_loss | -0.00774     |
|    std                  | 0.988        |
|    value_loss           | 2.7e+04      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.9         |
|    ep_rew_mean          | -723         |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 9            |
|    time_elapsed         | 107          |
|    total_timesteps      | 548864       |
| train/                  |              |
|    approx_kl            | 0.0010731788 |
|    clip_fraction        | 0.000366     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.704        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.25e+04     |
|    n_updates            | 1330         |
|    policy_gradient_loss | -0.00718     |
|    std                  | 0.989        |
|    value_loss           | 2.22e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52          |
|    ep_rew_mean          | -691        |
| time/                   |             |
|    fps                  | 343         |
|    iterations           | 10          |
|    time_elapsed         | 119         |
|    total_timesteps      | 552960      |
| train/                  |             |
|    approx_kl            | 0.000892567 |
|    clip_fraction        | 0.000342    |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.731       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.44e+03    |
|    n_updates            | 1340        |
|    policy_gradient_loss | -0.00643    |
|    std                  | 0.989       |
|    value_loss           | 1.89e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.3         |
|    ep_rew_mean          | -682         |
| time/                   |              |
|    fps                  | 342          |
|    iterations           | 11           |
|    time_elapsed         | 131          |
|    total_timesteps      | 557056       |
| train/                  |              |
|    approx_kl            | 0.0009229947 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.755        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.85e+03     |
|    n_updates            | 1350         |
|    policy_gradient_loss | -0.0062      |
|    std                  | 0.989        |
|    value_loss           | 1.5e+04      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -884         |
| time/                   |              |
|    fps                  | 342          |
|    iterations           | 12           |
|    time_elapsed         | 143          |
|    total_timesteps      | 561152       |
| train/                  |              |
|    approx_kl            | 0.0013621466 |
|    clip_fraction        | 0.000854     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.752        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.69e+03     |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.00831     |
|    std                  | 0.989        |
|    value_loss           | 1.32e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52          |
|    ep_rew_mean          | -856        |
| time/                   |             |
|    fps                  | 341         |
|    iterations           | 13          |
|    time_elapsed         | 155         |
|    total_timesteps      | 565248      |
| train/                  |             |
|    approx_kl            | 0.001079838 |
|    clip_fraction        | 0.000366    |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.672       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11e+04    |
|    n_updates            | 1370        |
|    policy_gradient_loss | -0.00707    |
|    std                  | 0.989       |
|    value_loss           | 2.56e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.1         |
|    ep_rew_mean          | -788         |
| time/                   |              |
|    fps                  | 341          |
|    iterations           | 14           |
|    time_elapsed         | 168          |
|    total_timesteps      | 569344       |
| train/                  |              |
|    approx_kl            | 0.0017087059 |
|    clip_fraction        | 0.000879     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.716        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.36e+03     |
|    n_updates            | 1380         |
|    policy_gradient_loss | -0.0088      |
|    std                  | 0.989        |
|    value_loss           | 2.05e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.8         |
|    ep_rew_mean          | -760         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 15           |
|    time_elapsed         | 180          |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0011169425 |
|    clip_fraction        | 0.000366     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.744        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.78e+03     |
|    n_updates            | 1390         |
|    policy_gradient_loss | -0.00707     |
|    std                  | 0.989        |
|    value_loss           | 1.9e+04      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.2        |
|    ep_rew_mean          | -830        |
| time/                   |             |
|    fps                  | 340         |
|    iterations           | 16          |
|    time_elapsed         | 192         |
|    total_timesteps      | 577536      |
| train/                  |             |
|    approx_kl            | 0.001723665 |
|    clip_fraction        | 0.000562    |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.3e+03     |
|    n_updates            | 1400        |
|    policy_gradient_loss | -0.00858    |
|    std                  | 0.989       |
|    value_loss           | 2.25e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.7         |
|    ep_rew_mean          | -672         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 17           |
|    time_elapsed         | 204          |
|    total_timesteps      | 581632       |
| train/                  |              |
|    approx_kl            | 0.0010158211 |
|    clip_fraction        | 0.000415     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.712        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.09e+04     |
|    n_updates            | 1410         |
|    policy_gradient_loss | -0.00686     |
|    std                  | 0.989        |
|    value_loss           | 2.01e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | -667         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 18           |
|    time_elapsed         | 216          |
|    total_timesteps      | 585728       |
| train/                  |              |
|    approx_kl            | 0.0010170306 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.762        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.35e+03     |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.00681     |
|    std                  | 0.989        |
|    value_loss           | 1.36e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.9          |
|    ep_rew_mean          | -784          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 19            |
|    time_elapsed         | 228           |
|    total_timesteps      | 589824        |
| train/                  |               |
|    approx_kl            | 0.00089420367 |
|    clip_fraction        | 0.000439      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.78          |
|    learning_rate        | 0.0003        |
|    loss                 | 7.85e+03      |
|    n_updates            | 1430          |
|    policy_gradient_loss | -0.00638      |
|    std                  | 0.989         |
|    value_loss           | 1.54e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.6         |
|    ep_rew_mean          | -930         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 20           |
|    time_elapsed         | 240          |
|    total_timesteps      | 593920       |
| train/                  |              |
|    approx_kl            | 0.0009784292 |
|    clip_fraction        | 0.000171     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.717        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.03e+04     |
|    n_updates            | 1440         |
|    policy_gradient_loss | -0.00672     |
|    std                  | 0.989        |
|    value_loss           | 2.82e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | -743         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 21           |
|    time_elapsed         | 252          |
|    total_timesteps      | 598016       |
| train/                  |              |
|    approx_kl            | 0.0013067145 |
|    clip_fraction        | 0.000659     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.726        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.25e+04     |
|    n_updates            | 1450         |
|    policy_gradient_loss | -0.00786     |
|    std                  | 0.989        |
|    value_loss           | 2.27e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.9          |
|    ep_rew_mean          | -858          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 22            |
|    time_elapsed         | 264           |
|    total_timesteps      | 602112        |
| train/                  |               |
|    approx_kl            | 0.00072658935 |
|    clip_fraction        | 7.32e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.731         |
|    learning_rate        | 0.0003        |
|    loss                 | 9.09e+03      |
|    n_updates            | 1460          |
|    policy_gradient_loss | -0.00548      |
|    std                  | 0.989         |
|    value_loss           | 1.93e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.1         |
|    ep_rew_mean          | -812         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 23           |
|    time_elapsed         | 276          |
|    total_timesteps      | 606208       |
| train/                  |              |
|    approx_kl            | 0.0007230722 |
|    clip_fraction        | 0.000146     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.705        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.76e+03     |
|    n_updates            | 1470         |
|    policy_gradient_loss | -0.00564     |
|    std                  | 0.989        |
|    value_loss           | 2.37e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -795         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 24           |
|    time_elapsed         | 289          |
|    total_timesteps      | 610304       |
| train/                  |              |
|    approx_kl            | 0.0009699841 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.734        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.69e+03     |
|    n_updates            | 1480         |
|    policy_gradient_loss | -0.00675     |
|    std                  | 0.989        |
|    value_loss           | 1.79e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.5         |
|    ep_rew_mean          | -728         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 25           |
|    time_elapsed         | 300          |
|    total_timesteps      | 614400       |
| train/                  |              |
|    approx_kl            | 0.0014842997 |
|    clip_fraction        | 0.000415     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.752        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.69e+03     |
|    n_updates            | 1490         |
|    policy_gradient_loss | -0.00844     |
|    std                  | 0.989        |
|    value_loss           | 1.84e+04     |
------------------------------------------
 100% ----------------------- 102,400/100,000  [ 0:04:54 < 0:00:00 , 346 it/s ]
Checkpoint saved to C:\cosmos-node\node-data\config\CascadeProjects\windsurf-project\junoclaw\sim2real\checkpoints\ppo_recovery.zip (600000/1000000 steps)
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 52.5     |
|    ep_rew_mean     | -781     |
| time/              |          |
|    fps             | 386      |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 618496   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -684         |
| time/                   |              |
|    fps                  | 363          |
|    iterations           | 2            |
|    time_elapsed         | 22           |
|    total_timesteps      | 622592       |
| train/                  |              |
|    approx_kl            | 0.0011785284 |
|    clip_fraction        | 0.000317     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.729        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.87e+03     |
|    n_updates            | 1510         |
|    policy_gradient_loss | -0.00682     |
|    std                  | 0.989        |
|    value_loss           | 1.75e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -888         |
| time/                   |              |
|    fps                  | 353          |
|    iterations           | 3            |
|    time_elapsed         | 34           |
|    total_timesteps      | 626688       |
| train/                  |              |
|    approx_kl            | 0.0013018928 |
|    clip_fraction        | 0.000537     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.754        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.45e+03     |
|    n_updates            | 1520         |
|    policy_gradient_loss | -0.00775     |
|    std                  | 0.989        |
|    value_loss           | 1.79e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -972         |
| time/                   |              |
|    fps                  | 348          |
|    iterations           | 4            |
|    time_elapsed         | 47           |
|    total_timesteps      | 630784       |
| train/                  |              |
|    approx_kl            | 0.0008340529 |
|    clip_fraction        | 0.000195     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.713        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.12e+04     |
|    n_updates            | 1530         |
|    policy_gradient_loss | -0.00616     |
|    std                  | 0.989        |
|    value_loss           | 2.5e+04      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -931          |
| time/                   |               |
|    fps                  | 345           |
|    iterations           | 5             |
|    time_elapsed         | 59            |
|    total_timesteps      | 634880        |
| train/                  |               |
|    approx_kl            | 0.00088777475 |
|    clip_fraction        | 2.44e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.735         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.55e+04      |
|    n_updates            | 1540          |
|    policy_gradient_loss | -0.00677      |
|    std                  | 0.988         |
|    value_loss           | 2.9e+04       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.8         |
|    ep_rew_mean          | -812         |
| time/                   |              |
|    fps                  | 343          |
|    iterations           | 6            |
|    time_elapsed         | 71           |
|    total_timesteps      | 638976       |
| train/                  |              |
|    approx_kl            | 0.0011696477 |
|    clip_fraction        | 0.000415     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.758        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.41e+03     |
|    n_updates            | 1550         |
|    policy_gradient_loss | -0.00747     |
|    std                  | 0.988        |
|    value_loss           | 2.28e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.5          |
|    ep_rew_mean          | -819          |
| time/                   |               |
|    fps                  | 343           |
|    iterations           | 7             |
|    time_elapsed         | 83            |
|    total_timesteps      | 643072        |
| train/                  |               |
|    approx_kl            | 0.00096392556 |
|    clip_fraction        | 0.000391      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.713         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.18e+04      |
|    n_updates            | 1560          |
|    policy_gradient_loss | -0.00634      |
|    std                  | 0.988         |
|    value_loss           | 2.55e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -791         |
| time/                   |              |
|    fps                  | 342          |
|    iterations           | 8            |
|    time_elapsed         | 95           |
|    total_timesteps      | 647168       |
| train/                  |              |
|    approx_kl            | 0.0010302686 |
|    clip_fraction        | 0.000635     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.738        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.32e+04     |
|    n_updates            | 1570         |
|    policy_gradient_loss | -0.00717     |
|    std                  | 0.989        |
|    value_loss           | 2.28e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -834         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 9            |
|    time_elapsed         | 108          |
|    total_timesteps      | 651264       |
| train/                  |              |
|    approx_kl            | 0.0013019571 |
|    clip_fraction        | 0.000415     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.769        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.25e+03     |
|    n_updates            | 1580         |
|    policy_gradient_loss | -0.00745     |
|    std                  | 0.989        |
|    value_loss           | 1.74e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.4          |
|    ep_rew_mean          | -849          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 10            |
|    time_elapsed         | 120           |
|    total_timesteps      | 655360        |
| train/                  |               |
|    approx_kl            | 0.00088745705 |
|    clip_fraction        | 0.000122      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.743         |
|    learning_rate        | 0.0003        |
|    loss                 | 9.4e+03       |
|    n_updates            | 1590          |
|    policy_gradient_loss | -0.00628      |
|    std                  | 0.988         |
|    value_loss           | 1.96e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.7          |
|    ep_rew_mean          | -830          |
| time/                   |               |
|    fps                  | 339           |
|    iterations           | 11            |
|    time_elapsed         | 132           |
|    total_timesteps      | 659456        |
| train/                  |               |
|    approx_kl            | 0.00075433415 |
|    clip_fraction        | 7.32e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.754         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.06e+04      |
|    n_updates            | 1600          |
|    policy_gradient_loss | -0.00588      |
|    std                  | 0.988         |
|    value_loss           | 1.93e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -812         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 12           |
|    time_elapsed         | 144          |
|    total_timesteps      | 663552       |
| train/                  |              |
|    approx_kl            | 0.0012862203 |
|    clip_fraction        | 0.000586     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.763        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.48e+03     |
|    n_updates            | 1610         |
|    policy_gradient_loss | -0.0075      |
|    std                  | 0.989        |
|    value_loss           | 1.91e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -780         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 13           |
|    time_elapsed         | 156          |
|    total_timesteps      | 667648       |
| train/                  |              |
|    approx_kl            | 0.0017234585 |
|    clip_fraction        | 0.001        |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.753        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.86e+03     |
|    n_updates            | 1620         |
|    policy_gradient_loss | -0.00905     |
|    std                  | 0.989        |
|    value_loss           | 2.08e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -769         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 14           |
|    time_elapsed         | 168          |
|    total_timesteps      | 671744       |
| train/                  |              |
|    approx_kl            | 0.0006070689 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.774        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.73e+03     |
|    n_updates            | 1630         |
|    policy_gradient_loss | -0.0054      |
|    std                  | 0.988        |
|    value_loss           | 1.61e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.4         |
|    ep_rew_mean          | -679         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 15           |
|    time_elapsed         | 180          |
|    total_timesteps      | 675840       |
| train/                  |              |
|    approx_kl            | 0.0008457916 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.748        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.37e+03     |
|    n_updates            | 1640         |
|    policy_gradient_loss | -0.00629     |
|    std                  | 0.988        |
|    value_loss           | 1.89e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.3         |
|    ep_rew_mean          | -741         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 16           |
|    time_elapsed         | 192          |
|    total_timesteps      | 679936       |
| train/                  |              |
|    approx_kl            | 0.0010962698 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.779        |
|    learning_rate        | 0.0003       |
|    loss                 | 8e+03        |
|    n_updates            | 1650         |
|    policy_gradient_loss | -0.0067      |
|    std                  | 0.988        |
|    value_loss           | 1.55e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -850         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 17           |
|    time_elapsed         | 204          |
|    total_timesteps      | 684032       |
| train/                  |              |
|    approx_kl            | 0.0006534145 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.752        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.05e+04     |
|    n_updates            | 1660         |
|    policy_gradient_loss | -0.00552     |
|    std                  | 0.988        |
|    value_loss           | 1.59e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.7          |
|    ep_rew_mean          | -859          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 18            |
|    time_elapsed         | 216           |
|    total_timesteps      | 688128        |
| train/                  |               |
|    approx_kl            | 0.00073318783 |
|    clip_fraction        | 0.000366      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.748         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.2e+04       |
|    n_updates            | 1670          |
|    policy_gradient_loss | -0.00561      |
|    std                  | 0.988         |
|    value_loss           | 2.36e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.2          |
|    ep_rew_mean          | -841          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 19            |
|    time_elapsed         | 228           |
|    total_timesteps      | 692224        |
| train/                  |               |
|    approx_kl            | 0.00065622304 |
|    clip_fraction        | 0.000195      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.753         |
|    learning_rate        | 0.0003        |
|    loss                 | 8.16e+03      |
|    n_updates            | 1680          |
|    policy_gradient_loss | -0.00548      |
|    std                  | 0.987         |
|    value_loss           | 1.92e+04      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.1        |
|    ep_rew_mean          | -756        |
| time/                   |             |
|    fps                  | 340         |
|    iterations           | 20          |
|    time_elapsed         | 240         |
|    total_timesteps      | 696320      |
| train/                  |             |
|    approx_kl            | 0.000907606 |
|    clip_fraction        | 0.00022     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.775       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.92e+03    |
|    n_updates            | 1690        |
|    policy_gradient_loss | -0.00638    |
|    std                  | 0.987       |
|    value_loss           | 2.18e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52          |
|    ep_rew_mean          | -669        |
| time/                   |             |
|    fps                  | 339         |
|    iterations           | 21          |
|    time_elapsed         | 253         |
|    total_timesteps      | 700416      |
| train/                  |             |
|    approx_kl            | 0.000599795 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.785       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.32e+03    |
|    n_updates            | 1700        |
|    policy_gradient_loss | -0.00507    |
|    std                  | 0.987       |
|    value_loss           | 1.45e+04    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.2          |
|    ep_rew_mean          | -739          |
| time/                   |               |
|    fps                  | 339           |
|    iterations           | 22            |
|    time_elapsed         | 265           |
|    total_timesteps      | 704512        |
| train/                  |               |
|    approx_kl            | 0.00078971183 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.787         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.31e+03      |
|    n_updates            | 1710          |
|    policy_gradient_loss | -0.00617      |
|    std                  | 0.987         |
|    value_loss           | 1.48e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
